CST,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
2007-7-7,91,63,63,61,60,59,87,61,35,29.89,29.86,29.83,10,10,10,8,3,NA,0,0,,240,7,7,2007,07-07,6,26,2007-07-07,Chicago,32.7777777777778,17.2222222222222,17.2222222222222,16.1111111111111,15.5555555555555,15
2007-7-8,72,NA,72,59,59,59,64,64,64,29.72,29.72,29.72,10,10,10,7,7,NA,0,0,,150,7,8,2007,07-08,7,27,2007-07-08,Chicago,22.2222222222222,NA,22.2222222222222,15,15,15
2007-7-9,84,76,68,66,63,60,83,68,51,29.94,29.86,29.79,10,10,10,12,7,NA,0,2,,56,7,9,2007,07-09,1,27,2007-07-09,Chicago,28.8888888888889,24.4444444444445,20,18.8888888888889,17.2222222222222,15.5555555555555
2007-7-10,81,72,64,66,56,48,90,60,32,30.11,29.99,29.82,10,10,7,23,10,36,0.02,1,Rain,342,7,10,2007,07-10,2,27,2007-07-10,Chicago,27.2222222222222,22.2222222222222,17.7777777777778,18.8888888888889,13.3333333333333,8.88888888888891
2007-7-11,81,66,54,60,55,50,90,67,42,30.2,30.13,30.06,10,10,10,8,4,NA,0,0,,241,7,11,2007,07-11,3,27,2007-07-11,Chicago,27.2222222222222,18.8888888888889,12.2222222222222,15.5555555555555,12.7777777777778,10
2007-7-12,86,72,60,63,60,56,90,73,46,30.11,30.06,29.98,10,10,6,13,3,23,0,2,Rain-Thunderstorm,85,7,12,2007,07-12,4,27,2007-07-12,Chicago,30,22.2222222222222,15.5555555555555,17.2222222222222,15.5555555555555,13.3333333333333
2007-7-13,84,68,53,61,56,52,94,70,38,30.16,30.09,29.93,10,8,1,15,4,20,0.01,1,,212,7,13,2007,07-13,5,27,2007-07-13,Chicago,28.8888888888889,20,11.6666666666667,16.1111111111111,13.3333333333333,11.1111111111111
2007-7-14,93,76,60,65,59,54,90,59,27,29.96,29.92,29.89,10,10,10,13,4,NA,0,0,,345,7,14,2007,07-14,6,27,2007-07-14,Chicago,33.8888888888889,24.4444444444445,15.5555555555555,18.3333333333333,15,12.2222222222222
2007-7-15,93,77,61,68,62,58,90,69,38,29.98,29.9,29.81,10,10,6,30,5,40,0.05,1,Rain-Thunderstorm,184,7,15,2007,07-15,7,28,2007-07-15,Chicago,33.8888888888889,25,16.1111111111111,20,16.6666666666667,14.4444444444445
2007-7-16,91,76,60,71,65,57,90,70,45,29.9,29.88,29.86,10,10,9,13,3,NA,0,0,,191,7,16,2007,07-16,1,28,2007-07-16,Chicago,32.7777777777778,24.4444444444445,15.5555555555555,21.6666666666667,18.3333333333333,13.8888888888889
2007-7-17,98,82,66,70,66,60,81,59,39,29.86,29.82,29.77,10,10,10,16,7,24,0,0,,186,7,17,2007,07-17,2,28,2007-07-17,Chicago,36.6666666666667,27.7777777777778,18.8888888888889,21.1111111111111,18.8888888888889,15.5555555555555
2007-7-18,93,83,73,75,69,63,87,64,47,29.88,29.79,29.74,10,10,10,18,6,23,0,0,,173,7,18,2007,07-18,3,28,2007-07-18,Chicago,33.8888888888889,28.3333333333333,22.7777777777778,23.8888888888889,20.5555555555555,17.2222222222222
2007-7-19,82,76,69,68,67,65,94,79,58,30.06,29.96,29.79,10,9,1,14,8,22,0,6,Rain-Thunderstorm,71,7,19,2007,07-19,4,28,2007-07-19,Chicago,27.7777777777778,24.4444444444445,20.5555555555555,20,19.4444444444445,18.3333333333333
2007-7-20,82,77,73,69,68,66,82,72,61,30.05,30.01,29.99,10,10,10,13,10,20,0,5,,120,7,20,2007,07-20,5,28,2007-07-20,Chicago,27.7777777777778,25,22.7777777777778,20.5555555555555,20,18.8888888888889
2007-7-21,91,81,71,73,70,67,88,72,45,30.06,30.01,29.97,10,9,6,17,10,25,0,3,,151,7,21,2007,07-21,6,28,2007-07-21,Chicago,32.7777777777778,27.2222222222222,21.6666666666667,22.7777777777778,21.1111111111111,19.4444444444445
2007-7-22,93,82,72,72,70,68,87,67,47,30.05,30.02,29.99,10,10,10,16,8,21,0,0,,167,7,22,2007,07-22,7,29,2007-07-22,Chicago,33.8888888888889,27.7777777777778,22.2222222222222,22.2222222222222,21.1111111111111,20
2007-7-23,93,81,69,75,71,66,94,75,47,30.05,30,29.94,10,8,0,6,2,NA,0,0,Fog,117,7,23,2007,07-23,1,29,2007-07-23,Chicago,33.8888888888889,27.2222222222222,20.5555555555555,23.8888888888889,21.6666666666667,18.8888888888889
2007-7-24,93,80,69,72,69,67,94,73,45,30,29.94,29.87,10,7,0,12,3,18,0,2,Fog,150,7,24,2007,07-24,2,29,2007-07-24,Chicago,33.8888888888889,26.6666666666667,20.5555555555555,22.2222222222222,20.5555555555555,19.4444444444445
2007-7-25,93,81,71,70,67,64,87,62,39,29.9,29.87,29.82,10,10,10,17,6,25,0,0,,158,7,25,2007,07-25,3,29,2007-07-25,Chicago,33.8888888888889,27.2222222222222,21.6666666666667,21.1111111111111,19.4444444444445,17.7777777777778
2007-7-26,95,80,68,70,67,65,90,68,40,29.96,29.88,29.81,10,10,7,23,6,38,0,2,Rain-Thunderstorm,215,7,26,2007,07-26,4,29,2007-07-26,Chicago,35,26.6666666666667,20,21.1111111111111,19.4444444444445,18.3333333333333
2007-7-27,82,75,69,68,66,62,88,73,58,30.04,29.99,29.93,10,10,10,14,6,21,0,6,Rain,20,7,27,2007,07-27,5,29,2007-07-27,Chicago,27.7777777777778,23.8888888888889,20.5555555555555,20,18.8888888888889,16.6666666666667
2007-7-28,75,72,66,70,65,62,90,81,71,30.05,30.01,29.97,10,9,5,7,2,NA,0.13,5,Rain,99,7,28,2007,07-28,6,29,2007-07-28,Chicago,23.8888888888889,22.2222222222222,18.8888888888889,21.1111111111111,18.3333333333333,16.6666666666667
2007-7-29,80,74,68,70,66,64,90,81,64,30.02,29.99,29.94,10,9,4,9,3,NA,0.02,6,Rain,94,7,29,2007,07-29,7,30,2007-07-29,Chicago,26.6666666666667,23.3333333333333,20,21.1111111111111,18.8888888888889,17.7777777777778
2007-7-30,86,76,69,69,67,66,91,80,58,30.04,30,29.94,10,7,4,13,5,17,0,6,,127,7,30,2007,07-30,1,30,2007-07-30,Chicago,30,24.4444444444445,20.5555555555555,20.5555555555555,19.4444444444445,18.8888888888889
2007-7-31,87,76,69,70,68,64,94,79,49,30.04,29.99,29.92,10,7,0,16,7,22,0.01,5,Fog-Rain,146,7,31,2007,07-31,2,30,2007-07-31,Chicago,30.5555555555555,24.4444444444445,20.5555555555555,21.1111111111111,20,17.7777777777778
2007-8-1,88,78,66,70,69,64,93,80,55,30.04,29.96,29.91,10,7,3,13,6,26,0.01,5,Rain-Thunderstorm,171,8,1,2007,08-01,3,30,2007-08-01,Chicago,31.1111111111111,25.5555555555555,18.8888888888889,21.1111111111111,20.5555555555555,17.7777777777778
2007-8-2,87,75,64,69,66,62,93,75,53,30.14,30.09,30.02,10,9,6,9,5,NA,0,2,,65,8,2,2007,08-02,4,30,2007-08-02,Chicago,30.5555555555555,23.8888888888889,17.7777777777778,20.5555555555555,18.8888888888889,16.6666666666667
2007-8-3,86,76,68,72,68,64,90,77,57,30.11,30.03,29.89,10,8,1,18,6,24,0.19,3,Rain-Thunderstorm,152,8,3,2007,08-03,5,30,2007-08-03,Chicago,30,24.4444444444445,20,22.2222222222222,20,17.7777777777778
2007-8-4,93,82,72,75,70,66,93,73,52,29.89,29.8,29.74,10,9,7,16,10,22,0.02,1,Rain-Thunderstorm,208,8,4,2007,08-04,6,30,2007-08-04,Chicago,33.8888888888889,27.7777777777778,22.2222222222222,23.8888888888889,21.1111111111111,18.8888888888889
2007-8-5,91,78,66,75,68,64,94,76,41,29.85,29.81,29.75,10,7,2,8,2,NA,0,2,,15,8,5,2007,08-05,7,31,2007-08-05,Chicago,32.7777777777778,25.5555555555555,18.8888888888889,23.8888888888889,20,17.7777777777778
2007-8-6,90,80,71,76,71,64,94,84,53,29.9,29.78,29.69,10,6,1,21,5,30,0.01,4,Rain-Thunderstorm,157,8,6,2007,08-06,1,31,2007-08-06,Chicago,32.2222222222222,26.6666666666667,21.6666666666667,24.4444444444445,21.6666666666667,17.7777777777778
2007-8-7,90,79,69,74,67,64,94,73,48,29.86,29.79,29.68,10,9,4,22,6,33,0.06,2,Rain-Thunderstorm,142,8,7,2007,08-07,2,31,2007-08-07,Chicago,32.2222222222222,26.1111111111111,20.5555555555555,23.3333333333333,19.4444444444445,17.7777777777778
2007-8-8,88,78,69,73,69,66,94,83,55,29.84,29.78,29.71,10,7,1,16,5,NA,0.57,6,Rain-Thunderstorm,147,8,8,2007,08-08,3,31,2007-08-08,Chicago,31.1111111111111,25.5555555555555,20.5555555555555,22.7777777777778,20.5555555555555,18.8888888888889
2007-8-9,95,82,69,74,70,61,94,78,44,30,29.92,29.83,10,6,0,24,4,32,0,3,Fog,153,8,9,2007,08-09,4,31,2007-08-09,Chicago,35,27.7777777777778,20.5555555555555,23.3333333333333,21.1111111111111,16.1111111111111
2007-8-10,93,80,68,74,68,61,81,67,52,30.01,29.92,29.83,10,10,10,15,9,21,0,1,,129,8,10,2007,08-10,5,31,2007-08-10,Chicago,33.8888888888889,26.6666666666667,20,23.3333333333333,20,16.1111111111111
2007-8-11,93,81,69,71,64,57,76,60,44,30.04,29.89,29.78,10,9,2,20,7,38,0.46,2,Rain-Thunderstorm,256,8,11,2007,08-11,6,31,2007-08-11,Chicago,33.8888888888889,27.2222222222222,20.5555555555555,21.6666666666667,17.7777777777778,13.8888888888889
2007-8-12,84,75,68,72,68,64,93,79,68,30.21,30.11,30.04,10,9,0,29,8,41,1.47,3,Fog-Rain-Thunderstorm,54,8,12,2007,08-12,7,32,2007-08-12,Chicago,28.8888888888889,23.8888888888889,20,22.2222222222222,20,17.7777777777778
2007-8-13,96,80,64,76,68,63,94,78,46,30.06,29.99,29.87,10,8,0,15,2,24,0,2,Fog,166,8,13,2007,08-13,1,32,2007-08-13,Chicago,35.5555555555555,26.6666666666667,17.7777777777778,24.4444444444445,20,17.2222222222222
2007-8-14,91,80,69,77,72,65,88,75,59,29.93,29.87,29.81,10,10,6,15,5,21,0,0,,81,8,14,2007,08-14,2,32,2007-08-14,Chicago,32.7777777777778,26.6666666666667,20.5555555555555,25,22.2222222222222,18.3333333333333
2007-8-15,89,80,71,74,69,64,91,75,55,29.91,29.86,29.81,10,10,4,17,7,26,0.01,1,Rain,26,8,15,2007,08-15,3,32,2007-08-15,Chicago,31.6666666666667,26.6666666666667,21.6666666666667,23.3333333333333,20.5555555555555,17.7777777777778
2007-8-16,84,74,66,71,66,57,91,73,60,30.09,30.03,29.91,10,9,6,23,6,32,0.11,1,Rain,76,8,16,2007,08-16,4,32,2007-08-16,Chicago,28.8888888888889,23.3333333333333,18.8888888888889,21.6666666666667,18.8888888888889,13.8888888888889
2007-8-17,81,75,69,73,69,66,94,87,74,30.12,30.06,29.92,8,4,0,13,4,NA,0,7,Fog,107,8,17,2007,08-17,5,32,2007-08-17,Chicago,27.2222222222222,23.8888888888889,20.5555555555555,22.7777777777778,20.5555555555555,18.8888888888889
2007-8-18,91,80,71,72,68,65,94,73,50,30,29.87,29.75,10,8,3,18,7,25,0.09,2,Rain-Thunderstorm,180,8,18,2007,08-18,6,32,2007-08-18,Chicago,32.7777777777778,26.6666666666667,21.6666666666667,22.2222222222222,20,18.3333333333333
2007-8-19,91,80,70,74,69,64,87,72,57,29.88,29.78,29.73,10,10,10,15,8,22,0.02,1,Thunderstorm,197,8,19,2007,08-19,7,33,2007-08-19,Chicago,32.7777777777778,26.6666666666667,21.1111111111111,23.3333333333333,20.5555555555555,17.7777777777778
2007-8-20,95,84,70,73,69,65,87,71,46,29.84,29.71,29.66,10,10,9,10,4,NA,0,0,,166,8,20,2007,08-20,1,33,2007-08-20,Chicago,35,28.8888888888889,21.1111111111111,22.7777777777778,20.5555555555555,18.3333333333333
2007-8-21,93,78,62,75,66,60,96,78,56,29.9,29.83,29.7,10,8,0,30,6,45,0.01,2,Fog-Rain-Thunderstorm,180,8,21,2007,08-21,2,33,2007-08-21,Chicago,33.8888888888889,25.5555555555555,16.6666666666667,23.8888888888889,18.8888888888889,15.5555555555555
2007-8-22,72,67,62,66,63,59,94,86,73,29.99,29.89,29.82,10,9,0,29,7,53,2.43,5,Fog-Rain-Thunderstorm,74,8,22,2007,08-22,3,33,2007-08-22,Chicago,22.2222222222222,19.4444444444445,16.6666666666667,18.8888888888889,17.2222222222222,15
2007-8-23,75,68,62,64,62,58,94,81,65,29.91,29.83,29.74,10,10,10,20,8,25,0.04,4,Rain,333,8,23,2007,08-23,4,33,2007-08-23,Chicago,23.8888888888889,20,16.6666666666667,17.7777777777778,16.6666666666667,14.4444444444445
2007-8-24,73,66,59,61,58,56,90,79,61,30.01,29.94,29.87,10,10,6,8,4,NA,0,4,,14,8,24,2007,08-24,5,33,2007-08-24,Chicago,22.7777777777778,18.8888888888889,15,16.1111111111111,14.4444444444445,13.3333333333333
2007-8-25,77,66,55,65,58,54,94,85,64,30.08,30.04,29.95,10,5,0,15,1,20,0.02,6,Fog-Rain,163,8,25,2007,08-25,6,33,2007-08-25,Chicago,25,18.8888888888889,12.7777777777778,18.3333333333333,14.4444444444445,12.2222222222222
2007-8-26,89,76,64,75,68,61,90,77,57,29.95,29.84,29.72,10,10,7,18,8,28,0,3,,156,8,26,2007,08-26,7,34,2007-08-26,Chicago,31.6666666666667,24.4444444444445,17.7777777777778,23.8888888888889,20,16.1111111111111
2007-8-27,93,81,69,70,66,60,87,62,44,29.85,29.75,29.73,10,10,10,15,7,22,0,0,,178,8,27,2007,08-27,1,34,2007-08-27,Chicago,33.8888888888889,27.2222222222222,20.5555555555555,21.1111111111111,18.8888888888889,15.5555555555555
2007-8-28,79,72,66,70,66,62,90,80,62,30.15,29.95,29.82,10,9,2,14,6,21,0.03,4,Rain,37,8,28,2007,08-28,2,34,2007-08-28,Chicago,26.1111111111111,22.2222222222222,18.8888888888889,21.1111111111111,18.8888888888889,16.6666666666667
2007-8-29,75,68,59,63,58,55,90,78,53,30.31,30.23,30.14,10,10,9,13,8,18,0,7,,13,8,29,2007,08-29,3,34,2007-08-29,Chicago,23.8888888888889,20,15,17.2222222222222,14.4444444444445,12.7777777777778
2007-8-30,79,68,57,61,58,55,90,71,52,30.33,30.25,30.15,10,10,8,12,3,NA,0,3,,161,8,30,2007,08-30,4,34,2007-08-30,Chicago,26.1111111111111,20,13.8888888888889,16.1111111111111,14.4444444444445,12.7777777777778
2007-8-31,84,70,57,65,61,55,90,70,51,30.17,30.12,30.06,10,10,7,15,5,22,0,0,,169,8,31,2007,08-31,5,34,2007-08-31,Chicago,28.8888888888889,21.1111111111111,13.8888888888889,18.3333333333333,16.1111111111111,12.7777777777778
2007-9-1,86,73,60,62,59,57,90,63,40,30.1,30.05,29.99,10,10,8,21,8,28,0,0,,158,9,1,2007,09-01,6,34,2007-09-01,Chicago,30,22.7777777777778,15.5555555555555,16.6666666666667,15,13.8888888888889
2007-9-2,82,73,64,67,61,55,87,67,52,30.1,30.06,30.04,10,10,9,13,5,21,0,0,Thunderstorm,154,9,2,2007,09-02,7,35,2007-09-02,Chicago,27.7777777777778,22.7777777777778,17.7777777777778,19.4444444444445,16.1111111111111,12.7777777777778
2007-9-3,90,76,62,62,58,56,84,54,35,30.08,30,29.94,10,10,10,15,6,23,0,0,,162,9,3,2007,09-03,1,35,2007-09-03,Chicago,32.2222222222222,24.4444444444445,16.6666666666667,16.6666666666667,14.4444444444445,13.3333333333333
2007-9-4,90,74,59,60,58,55,87,57,33,29.94,29.86,29.79,10,10,9,16,8,25,0,0,,158,9,4,2007,09-04,2,35,2007-09-04,Chicago,32.2222222222222,23.3333333333333,15,15.5555555555555,14.4444444444445,12.7777777777778
2007-9-5,89,76,64,67,63,58,94,69,42,29.81,29.76,29.69,10,8,2,17,7,25,0,0,,153,9,5,2007,09-05,3,35,2007-09-05,Chicago,31.6666666666667,24.4444444444445,17.7777777777778,19.4444444444445,17.2222222222222,14.4444444444445
2007-9-6,82,72,64,70,65,62,90,78,62,29.78,29.74,29.7,10,10,10,16,7,NA,0.01,2,Rain-Thunderstorm,178,9,6,2007,09-06,4,35,2007-09-06,Chicago,27.7777777777778,22.2222222222222,17.7777777777778,21.1111111111111,18.3333333333333,16.6666666666667
2007-9-7,80,68,57,60,55,51,90,70,36,30.08,29.99,29.78,10,10,10,14,8,21,0.01,1,,329,9,7,2007,09-07,5,35,2007-09-07,Chicago,26.6666666666667,20,13.8888888888889,15.5555555555555,12.7777777777778,10.5555555555555
2007-9-8,82,68,54,58,53,46,93,67,44,30.21,30.04,29.93,10,10,5,22,7,31,0,2,,259,9,8,2007,09-08,6,35,2007-09-08,Chicago,27.7777777777778,20,12.2222222222222,14.4444444444445,11.6666666666667,7.77777777777777
2007-9-9,55,52,50,49,47,45,94,80,72,30.32,30.27,30.22,10,9,2,16,11,29,0.59,8,Rain-Thunderstorm,27,9,9,2007,09-09,7,36,2007-09-09,Chicago,12.7777777777778,11.1111111111111,10,9.44444444444446,8.33333333333331,7.22222222222223
2007-9-10,61,54,46,49,47,43,94,84,54,30.34,30.28,30.2,10,9,4,10,6,16,0.55,7,Rain-Thunderstorm,356,9,10,2007,09-10,1,36,2007-09-10,Chicago,16.1111111111111,12.2222222222222,7.77777777777777,9.44444444444446,8.33333333333331,6.11111111111109
2007-9-11,77,60,44,52,47,40,86,68,40,30.2,30.15,30.12,10,10,10,9,3,NA,0,0,,11,9,11,2007,09-11,2,36,2007-09-11,Chicago,25,15.5555555555555,6.66666666666669,11.1111111111111,8.33333333333331,4.44444444444446
2007-9-12,82,66,50,52,48,44,80,57,31,30.13,29.97,29.84,10,10,10,26,7,34,0,0,,159,9,12,2007,09-12,3,36,2007-09-12,Chicago,27.7777777777778,18.8888888888889,10,11.1111111111111,8.88888888888891,6.66666666666669
2007-9-13,68,57,44,49,44,37,80,57,36,30.18,30,29.81,10,10,10,24,10,33,0,1,,342,9,13,2007,09-13,4,36,2007-09-13,Chicago,20,13.8888888888889,6.66666666666669,9.44444444444446,6.66666666666669,2.77777777777777
2007-9-14,64,52,41,40,35,32,82,59,33,30.39,30.31,30.18,10,10,10,13,6,NA,0,0,,338,9,14,2007,09-14,5,36,2007-09-14,Chicago,17.7777777777778,11.1111111111111,5,4.44444444444446,1.66666666666669,0
2007-9-15,64,54,45,48,42,37,83,66,52,30.33,30.18,30.04,10,10,10,21,8,30,0,4,,163,9,15,2007,09-15,6,36,2007-09-15,Chicago,17.7777777777778,12.2222222222222,7.22222222222223,8.88888888888891,5.55555555555554,2.77777777777777
2007-9-16,77,62,48,61,52,45,93,79,58,30.06,29.96,29.83,10,7,0,12,6,NA,0,4,Fog,153,9,16,2007,09-16,7,37,2007-09-16,Chicago,25,16.6666666666667,8.88888888888891,16.1111111111111,11.1111111111111,7.22222222222223
2007-9-17,87,78,68,65,60,52,78,57,36,29.77,29.7,29.63,10,10,10,26,13,36,0,1,Rain-Thunderstorm,187,9,17,2007,09-17,1,37,2007-09-17,Chicago,30.5555555555555,25.5555555555555,20,18.3333333333333,15.5555555555555,11.1111111111111
2007-9-18,73,64,52,64,59,46,88,75,55,30.09,29.83,29.71,10,9,2,20,10,24,0.04,4,Rain-Thunderstorm,234,9,18,2007,09-18,2,37,2007-09-18,Chicago,22.7777777777778,17.7777777777778,11.1111111111111,17.7777777777778,15,7.77777777777777
2007-9-19,77,61,45,59,51,41,89,67,45,30.2,30.13,30.07,10,10,7,15,5,23,0,1,,111,9,19,2007,09-19,3,37,2007-09-19,Chicago,25,16.1111111111111,7.22222222222223,15,10.5555555555555,5
2007-9-20,91,78,64,66,64,59,84,66,42,30.07,29.88,29.7,10,9,6,26,12,36,0,3,,163,9,20,2007,09-20,4,37,2007-09-20,Chicago,32.7777777777778,25.5555555555555,17.7777777777778,18.8888888888889,17.7777777777778,15
2007-9-21,78,64,48,64,52,41,77,56,30,30.08,29.85,29.64,10,10,10,22,16,31,0,0,,279,9,21,2007,09-21,5,37,2007-09-21,Chicago,25.5555555555555,17.7777777777778,8.88888888888891,17.7777777777778,11.1111111111111,5
2007-9-22,82,62,42,57,45,37,83,57,28,30.12,30.04,29.95,10,10,10,18,6,25,0,0,,169,9,22,2007,09-22,6,37,2007-09-22,Chicago,27.7777777777778,16.6666666666667,5.55555555555554,13.8888888888889,7.22222222222223,2.77777777777777
2007-9-23,90,78,68,65,61,56,81,59,40,29.93,29.82,29.74,10,9,6,28,13,37,0,0,,165,9,23,2007,09-23,7,38,2007-09-23,Chicago,32.2222222222222,25.5555555555555,20,18.3333333333333,16.1111111111111,13.3333333333333
2007-9-24,73,64,54,63,57,43,81,69,57,30.04,29.83,29.74,10,8,4,18,9,28,0.01,3,Rain,278,9,24,2007,09-24,1,38,2007-09-24,Chicago,22.7777777777778,17.7777777777778,12.2222222222222,17.2222222222222,13.8888888888889,6.11111111111109
2007-9-25,68,57,46,45,43,41,80,63,39,30.18,30.13,30.07,10,10,10,17,9,24,0.01,2,Rain,312,9,25,2007,09-25,2,38,2007-09-25,Chicago,20,13.8888888888889,7.77777777777777,7.22222222222223,6.11111111111109,5
2007-9-26,78,60,43,47,42,38,83,59,25,30.12,30.02,29.91,10,10,10,16,4,24,0,0,,234,9,26,2007,09-26,3,38,2007-09-26,Chicago,25.5555555555555,15.5555555555555,6.11111111111109,8.33333333333331,5.55555555555554,3.33333333333331
2007-9-27,77,59,41,46,39,35,82,58,23,30.16,30.1,30.01,10,10,10,15,4,21,0,0,,321,9,27,2007,09-27,4,38,2007-09-27,Chicago,25,15,5,7.77777777777777,3.88888888888891,1.66666666666669
2007-9-28,84,60,39,61,48,34,82,59,32,30.17,30.01,29.86,10,10,4,24,7,37,0.1,2,Rain-Thunderstorm,146,9,28,2007,09-28,5,38,2007-09-28,Chicago,28.8888888888889,15.5555555555555,3.88888888888891,16.1111111111111,8.88888888888891,1.11111111111109
2007-9-29,84,73,64,63,60,57,88,66,47,29.91,29.78,29.66,10,9,2,26,11,41,0.23,3,Rain-Thunderstorm,170,9,29,2007,09-29,6,38,2007-09-29,Chicago,28.8888888888889,22.7777777777778,17.7777777777778,17.2222222222222,15.5555555555555,13.8888888888889
2007-9-30,72,61,48,63,55,42,88,79,56,30.17,29.82,29.65,10,7,2,32,16,43,0.96,6,Rain-Thunderstorm,277,9,30,2007,09-30,7,39,2007-09-30,Chicago,22.2222222222222,16.1111111111111,8.88888888888891,17.2222222222222,12.7777777777778,5.55555555555554
2007-10-1,79,58,39,51,45,36,87,65,34,30.22,30.08,29.78,10,9,0,22,4,25,0,0,Fog,171,10,1,2007,10-01,1,39,2007-10-01,Chicago,26.1111111111111,14.4444444444445,3.88888888888891,10.5555555555555,7.22222222222223,2.22222222222223
2007-10-2,73,60,46,61,46,38,76,52,33,29.98,29.81,29.62,10,10,10,26,14,41,0,1,Rain,271,10,2,2007,10-02,2,39,2007-10-02,Chicago,22.7777777777778,15.5555555555555,7.77777777777777,16.1111111111111,7.77777777777777,3.33333333333331
2007-10-3,82,60,39,45,41,36,86,53,21,29.98,29.87,29.75,10,10,10,23,7,34,0,0,,178,10,3,2007,10-03,3,39,2007-10-03,Chicago,27.7777777777778,15.5555555555555,3.88888888888891,7.22222222222223,5,2.22222222222223
2007-10-4,75,62,50,65,58,43,90,75,45,29.85,29.79,29.75,10,8,2,15,7,20,0.36,6,Rain-Thunderstorm,119,10,4,2007,10-04,4,39,2007-10-04,Chicago,23.8888888888889,16.6666666666667,10,18.3333333333333,14.4444444444445,6.11111111111109
2007-10-5,90,76,64,64,61,56,90,67,32,29.78,29.71,29.65,10,7,3,21,7,29,0,1,,147,10,5,2007,10-05,5,39,2007-10-05,Chicago,32.2222222222222,24.4444444444445,17.7777777777778,17.7777777777778,16.1111111111111,13.3333333333333
2007-10-6,89,80,72,65,62,58,73,58,40,29.73,29.7,29.64,10,10,10,25,18,36,0,0,,174,10,6,2007,10-06,6,39,2007-10-06,Chicago,31.6666666666667,26.6666666666667,22.2222222222222,18.3333333333333,16.6666666666667,14.4444444444445
2007-10-7,75,62,50,66,47,44,88,79,72,30.07,29.97,29.7,10,9,3,23,14,30,0.5,8,Rain-Thunderstorm,339,10,7,2007,10-07,7,40,2007-10-07,Chicago,23.8888888888889,16.6666666666667,10,18.8888888888889,8.33333333333331,6.66666666666669
2007-10-8,71,57,43,45,42,38,86,63,31,30.15,30.07,30.03,10,10,10,18,7,29,0,0,,258,10,8,2007,10-08,1,40,2007-10-08,Chicago,21.6666666666667,13.8888888888889,6.11111111111109,7.22222222222223,5.55555555555554,3.33333333333331
2007-10-9,75,60,44,49,43,39,83,62,34,30.27,30.23,30.17,10,10,10,12,3,NA,0,0,,3,10,9,2007,10-09,2,40,2007-10-09,Chicago,23.8888888888889,15.5555555555555,6.66666666666669,9.44444444444446,6.11111111111109,3.88888888888891
2007-10-10,62,50,39,41,39,35,86,65,43,30.29,30.22,30.13,10,10,10,9,4,23,0,0,,29,10,10,2007,10-10,3,40,2007-10-10,Chicago,16.6666666666667,10,3.88888888888891,5,3.88888888888891,1.66666666666669
2007-10-11,64,50,37,45,39,33,86,70,46,30.17,30.07,29.97,10,10,10,15,4,23,0,0,,157,10,11,2007,10-11,4,40,2007-10-11,Chicago,17.7777777777778,10,2.77777777777777,7.22222222222223,3.88888888888891,0.555555555555543
2007-10-12,66,52,42,53,48,39,89,79,54,30.01,29.9,29.84,10,9,2,12,4,NA,0.42,5,Rain-Thunderstorm,61,10,12,2007,10-12,5,40,2007-10-12,Chicago,18.8888888888889,11.1111111111111,5.55555555555554,11.6666666666667,8.88888888888891,3.88888888888891
2007-10-13,60,58,55,56,54,52,94,88,82,29.85,29.79,29.74,10,4,0,13,6,21,0.01,8,Fog-Rain,85,10,13,2007,10-13,6,40,2007-10-13,Chicago,15.5555555555555,14.4444444444445,12.7777777777778,13.3333333333333,12.2222222222222,11.1111111111111
2007-10-14,59,54,50,55,53,46,94,89,82,29.89,29.81,29.75,10,4,1,16,7,26,0.48,8,Rain-Thunderstorm,32,10,14,2007,10-14,7,41,2007-10-14,Chicago,15,12.2222222222222,10,12.7777777777778,11.6666666666667,7.77777777777777
2007-10-15,48,46,44,43,42,41,87,84,81,29.89,29.82,29.78,10,9,4,17,15,25,0.67,8,Rain,330,10,15,2007,10-15,1,41,2007-10-15,Chicago,8.88888888888891,7.77777777777777,6.66666666666669,6.11111111111109,5.55555555555554,5
2007-10-16,57,51,45,45,42,39,90,77,62,29.84,29.79,29.71,10,10,10,13,8,NA,0,5,,284,10,16,2007,10-16,2,41,2007-10-16,Chicago,13.8888888888889,10.5555555555555,7.22222222222223,7.22222222222223,5.55555555555554,3.88888888888891
2007-10-17,66,54,44,57,53,41,89,81,65,29.68,29.41,29.23,10,8,2,21,8,33,0.23,7,Rain-Thunderstorm,125,10,17,2007,10-17,3,41,2007-10-17,Chicago,18.8888888888889,12.2222222222222,6.66666666666669,13.8888888888889,11.6666666666667,5
2007-10-18,55,52,48,52,46,36,94,79,54,29.63,29.33,29.19,10,9,4,33,13,43,0.17,8,Rain,310,10,18,2007,10-18,4,41,2007-10-18,Chicago,12.7777777777778,11.1111111111111,8.88888888888891,11.1111111111111,7.77777777777777,2.22222222222223
